"File name","process name","ressult process"
"1893_01_01_BCN_DB_U_46_000.jpg","(OCR)","[OK]"
"1893_01_01_BCN_DB_U_46_001.jpg","(OCR)","[OK]"
"1893_01_01_BCN_DB_U_46_002.jpg","(OCR)","[OK]"
"1893_01_01_BCN_DB_U_46_003.jpg","(OCR)","[OK]"
"1893_01_01_BCN_DB_U_46_004.jpg","(OCR)","[ERROR]"
"1893_01_01_BCN_DB_U_46_005.jpg","(OCR)","[ERROR]"
"1893_01_01_BCN_DB_U_46_006.jpg","(OCR)","[OK]"
"1893_01_01_BCN_DB_U_46_007.jpg","(OCR)","[ERROR]"
"1893_01_01_BCN_DB_U_46_008.jpg","(OCR)","[OK]"
"1893_01_03_BCN_DB_M_40_000.jpg","(OCR)","[OK]"
"1893_01_03_BCN_DB_M_40_001.jpg","(OCR)","[OK]"
"1893_01_03_BCN_DB_M_40_002.jpg","(OCR)","[OK]"
"1893_01_03_BCN_DB_M_40_003.jpg","(OCR)","[OK]"
"1893_01_03_BCN_DB_M_40_004.jpg","(OCR)","[OK]"
"1893_01_03_BCN_DB_M_40_005.jpg","(OCR)","[OK]"
"1893_01_03_BCN_DB_M_42_000.jpg","(OCR)","[OK]"
"1893_01_03_BCN_DB_M_42_001.jpg","(OCR)","[ERROR]"
"1893_01_03_BCN_DB_M_42_002.jpg","(OCR)","[OK]"
"1893_01_03_BCN_DB_M_42_003.jpg","(OCR)","[ERROR]"
"1893_01_03_BCN_DB_M_42_004.jpg","(OCR)","[OK]"
"1893_01_03_BCN_DB_M_44_000.jpg","(OCR)","[OK]"
"1893_01_03_BCN_DB_M_44_001.jpg","(OCR)","[OK]"
"1893_01_03_BCN_DB_T_07_000.jpg","(OCR)","[OK]"
"1893_01_03_BCN_DB_T_07_001.jpg","(OCR)","[OK]"
"1893_01_03_BCN_DB_T_07_002.jpg","(OCR)","[OK]"
"1893_01_04_BCN_DB_M_21_000.jpg","(OCR)","[OK]"
"1893_01_04_BCN_DB_M_21_001.jpg","(OCR)","[OK]"
"1893_01_04_BCN_DB_M_37_000.jpg","(OCR)","[OK]"
"1893_01_04_BCN_DB_M_37_001.jpg","(OCR)","[ERROR]"
"1893_01_04_BCN_DB_M_37_002.jpg","(OCR)","[OK]"
"1893_01_05_BCN_DB_M_37_000.jpg","(OCR)","[OK]"
"1893_01_05_BCN_DB_M_37_001.jpg","(OCR)","[ERROR]"
"1893_01_05_BCN_DB_M_37_002.jpg","(OCR)","[OK]"
"1893_01_05_BCN_DB_M_37_003.jpg","(OCR)","[ERROR]"
"1893_01_05_BCN_DB_M_37_004.jpg","(OCR)","[OK]"
"1893_01_05_BCN_DB_T_06_000.jpg","(OCR)","[OK]"
"1893_01_05_BCN_DB_T_06_001.jpg","(OCR)","[OK]"
"1893_01_05_BCN_DB_T_06_002.jpg","(OCR)","[ERROR]"
"1893_01_05_BCN_DB_T_06_003.jpg","(OCR)","[OK]"
"1893_01_06_BCN_DB_U_32_000.jpg","(OCR)","[OK]"
"1893_01_06_BCN_DB_U_32_001.jpg","(OCR)","[ERROR]"
"1893_01_06_BCN_DB_U_32_002.jpg","(OCR)","[OK]"
"1893_01_06_BCN_DB_U_32_003.jpg","(OCR)","[ERROR]"
"1893_01_06_BCN_DB_U_32_004.jpg","(OCR)","[OK]"
"1893_01_06_BCN_DB_U_36_000.jpg","(OCR)","[OK]"
"1893_01_06_BCN_DB_U_36_001.jpg","(OCR)","[ERROR]"
"1893_01_06_BCN_DB_U_36_002.jpg","(OCR)","[OK]"
"1893_01_07_BCN_DB_M_27_000.jpg","(OCR)","[OK]"
"1893_01_07_BCN_DB_M_27_001.jpg","(OCR)","[OK]"
"1893_01_07_BCN_DB_M_27_002.jpg","(OCR)","[ERROR]"
"1893_01_07_BCN_DB_M_27_003.jpg","(OCR)","[OK]"
"1893_01_07_BCN_DB_T_06_000.jpg","(OCR)","[OK]"
"1893_01_07_BCN_DB_T_06_001.jpg","(OCR)","[OK]"
"1893_01_07_BCN_DB_T_06_002.jpg","(OCR)","[ERROR]"
"1893_01_07_BCN_DB_T_06_003.jpg","(OCR)","[OK]"
"1893_01_07_BCN_DB_T_08_000.jpg","(OCR)","[OK]"
"1893_01_07_BCN_DB_T_08_001.jpg","(OCR)","[OK]"
"1893_01_07_BCN_DB_T_08_002.jpg","(OCR)","[OK]"
"1893_01_08_BCN_DB_U_43_000.jpg","(OCR)","[OK]"
"1893_01_08_BCN_DB_U_43_001.jpg","(OCR)","[OK]"
"1893_01_08_BCN_DB_U_43_002.jpg","(OCR)","[OK]"
"1893_01_08_BCN_DB_U_43_003.jpg","(OCR)","[ERROR]"
"1893_01_08_BCN_DB_U_43_004.jpg","(OCR)","[OK]"
"1893_01_10_BCN_DB_M_25_000.jpg","(OCR)","[OK]"
"1893_01_10_BCN_DB_M_25_001.jpg","(OCR)","[OK]"
"1893_01_10_BCN_DB_M_25_002.jpg","(OCR)","[OK]"
"1893_01_10_BCN_DB_M_25_003.jpg","(OCR)","[OK]"
"1893_01_10_BCN_DB_M_25_004.jpg","(OCR)","[OK]"
"1893_01_10_BCN_DB_M_29_000.jpg","(OCR)","[OK]"
